Data Type,True Values,Mean Predictions
Train,2.37,2.4151297411242743
Train,4.8,4.811152410419886
Train,23.16,22.717795396909345
Train,6.2,6.481259941043216
Train,7.64,7.5296780371684635
Train,0.95,1.0357032583579768
Train,29.4,29.312260417730666
Train,2.13,1.9461141681785883
Train,1.89,1.8646122418683706
Train,14.5,14.326103875940035
Train,8.73,9.218139441361028
Train,7.27,7.2898992105839
Train,5.5,5.276624902095164
Train,3.46,3.4406890338568004
Train,14,14.174531444023417
Train,11,10.963625796945161
Train,8,8.224089237706078
Train,18.5,18.68093113590837
Train,1.33,1.3448422770441866
Train,1.5,1.2623406484573663
Train,0.5,0.5316291475213497
Train,0,0.24090093680980218
Train,5.3,5.47177600628038
Train,0,-0.121226971
Train,4.24,4.333440722343826
Train,3.94,3.6752240138913868
Train,6.85,7.012042452588101
Train,10.1,10.00183323700748
Train,5.32,5.2798154221348215
Train,1,0.97102563788088
Train,6.38,6.259283107825744
Train,16.5,16.470259212763096
Train,7.2,7.158640009563024
Train,23.22,22.951922411813495
Train,2.2,2.232831746294369
Train,1.6,1.5754750570366172
Train,21,20.72760820020985
Train,1.64,1.7343839323632855
Train,11.2,11.025191991042544
Train,20.7,20.825224692533343
Train,23.85,23.723317972046512
Train,2.51,2.2674960309728833
Train,8.2,7.812829858081913
Train,9.7,9.595840428169254
Train,0.86,0.8825669167322304
Train,1.24,1.2003474318846796
Train,10.1,10.56883245242383
Train,13,12.952856489753833
Train,1.46,1.5904558321412892
Train,9.01,8.937130967705215
Train,0.8,0.8618073641970109
Train,4.21,4.607201333153689
Train,4.6,4.550786748000517
Train,3.98,3.889839514654409
Train,13.43,13.890555259391004
Train,19.98,19.432412919398217
Train,1.48,1.5447941525396467
Train,8.8,9.415286364381181
Train,11.7,11.845957610858825
Train,11.4,11.412890169651146
Train,10.3,10.287522505165143
Train,2.11,2.136457285658711
Train,1.75,1.6728450714447598
Train,3.28,3.4072925504078
Train,3.42,3.4209686081857855
Train,5.55,5.354924792111916
Train,5.8,6.016673646308879
Train,3.03,2.8102527573149727
Train,10.4,10.389295836483852
Train,12.57,13.31333668301626
Train,4,3.6934116926161438
Train,1.26,1.3011388307764358
Train,3.32,3.3948776262256253
Train,0,-0.234886779
Train,8.2,8.294824715081814
Train,4.48,4.546598160826171
Train,6.4,5.907762605951944
Train,4.7,4.87166247667902
Train,6.56,6.61208959274008
Train,9.84,9.982944863762555
Train,5.24,5.070095797038568
Train,0.88,1.1204598009515785
Train,3.52,3.512941694932674
Train,10.9,10.537432850527976
Train,14,14.053081529340487
Train,13.45,13.812359381798714
Train,9.2,9.350689384257118
Train,11.69,11.670372588970157
Train,14.8,14.617754820187367
Train,9.2,9.531499752865644
Train,14.7,14.605063709428059
Train,8.8,8.793360730435792
Train,10.4,10.388729195808066
Train,12.43,12.534519131591221
Train,14.2,14.106828530008087
Train,6.6,6.681981285969215
Train,3,3.123158804386668
Train,2.1,1.9110193154771205
Train,10.2,10.108911214011968
Train,1.7,1.7164463264260237
Train,1,0.930957530060984
Train,1.95,1.9042604541032366
Train,30.91,30.89976412786218
Train,11.94,11.965931329488756
Train,10.69,10.165553819952482
Train,3.8,3.5861437751627894
Train,3.11,3.136541412677673
Train,7.9,7.681507592890003
Train,14.16,14.28030589983089
Train,20.3,20.118939991950157
Train,31.14,31.281158136455485
Train,19.07,19.903429694593623
Train,13,12.858141656831725
Train,12.89,12.913581557382212
Train,3.55,3.52840209057587
Train,19.18,18.672023704592686
Train,12.8,13.134409128354728
Train,9.8,9.655170859796396
Train,3.99,4.243295681651277
Train,11.5,9.913863075099483
Train,4.9,4.5929521930906025
Train,3.9,3.805056884985326
Train,7,6.801796932289521
Train,1.95,2.2609649430183936
Train,12.6,12.677371485339759
Train,8.93,8.679099110455507
Train,3.89,3.907604210387551
Train,6.4,6.46341388638697
Train,17.57,17.56147887190602
Train,5.93,6.1614373341630095
Train,12.96,12.979061773857609
Train,4.05,4.05169152062664
Train,2,2.260000935441266
Train,3.75,3.7762219042823784
Train,1.64,1.8337089492203291
Train,10.4,10.311011715574896
Train,10.99,11.027458780405727
Train,4.2,4.3502859019101
Train,8.67,8.307142952342414
Train,14.17,14.090525449940744
Train,2.75,2.713089983912044
Train,31.25,31.304464803530827
Train,0.51,0.5978090103986231
Train,3.8,3.925776557046218
Train,9.7,9.220930651879398
Train,14.66,14.661256802395203
Train,4.4,4.3105201010145295
Train,11.4,11.345700888621145
Train,5.6,5.634392541645371
Train,10.25,10.07568229800304
Train,2.5,2.7503790536991715
Train,15.51,15.425099788389081
Train,31.83,31.69303260632921
Train,4.08,4.078026027102421
Train,14.3,14.29537869779756
Train,8.1,7.9376786286379675
Train,8.3,8.244289933988322
Train,3,2.7503790536991715
Train,24.64,24.752801237052775
Train,7.12,7.0179274941682355
Train,10.7,10.650730644774368
Train,4.6,4.909260780290356
Train,2.5,2.464223881881695
Train,23.8,23.73931702021881
Train,11.39,11.116604355080222
Train,25.45,25.532905869946845
Train,8.14,7.767338390731664
Train,32.4,32.248032143103444
Train,10.4,10.432541384463951
Train,2.5,2.554929323160789
Train,5.3,5.19412484397062
Train,27.9,27.699856835651193
Train,1.2,1.180564917950903
Train,7.5,7.296558312398175
Train,6.6,6.5190175275218145
Train,5.63,5.582284077503471
Train,9.8,9.862471412744098
Train,7.99,8.053132247633357
Train,6,6.248043073725302
Train,3.42,3.655092326184722
Train,13.32,13.471310352259607
Train,7.1,7.1433557284241225
Train,30.2,30.074881857044815
Train,5.97,5.964772868897919
Train,22.1,22.12325450764635
Train,23.84,23.666463854577643
Train,15.56,15.69415176055296
Train,0,-0.206420217
Train,12.5,12.21355615259009
Train,2.04,1.8621147392637303
Train,3.44,3.415379448694773
Train,3.52,3.6431470164406847
Train,6.46,6.505807841339191
Train,2.56,2.588091701865419
Train,11.36,11.18596579418632
Train,1.1,1.1041348131031778
Train,6.25,6.419221046575031
Train,1.1,1.0667913828365603
Train,10,10.206302802835992
Train,2,2.1005173304536386
Train,8.6,8.356339908348433
Train,8.02,7.952363347427853
Train,10.6,10.544876358773642
Train,9.2,9.397584237550664
Train,19.4,19.392650285882638
Train,6.38,6.338189495886821
Train,11.7,11.790847950550924
Train,8.3,8.290933029232091
Train,2.51,2.7196676873404533
Train,8,8.078207334145148
Train,9,9.099774623873602
Train,8.8,8.450564997009536
Train,14.5,14.437398226588357
Train,7.19,6.837462956752432
Train,6.78,6.84262121000183
Train,4,4.078543724933454
Train,0.82,0.8486512599351796
Train,5,4.64631006396409
Train,10.63,10.314246476546584
Train,25.86,25.79257502017305
Train,5.3,4.9310283949863205
Train,8,8.276379282599791
Train,10.25,9.973831308269945
Train,18.4,18.569760738545646
Train,4.5,4.5789473000075285
Train,6.48,6.429985598796488
Train,0.65,0.6196051190601439
Train,3.91,4.027034458807546
Train,10.95,11.13070845501177
Train,1.78,1.7969864118752625
Train,3.2,3.1846370666598
Train,1.68,1.507154991345063
Train,2.76,2.7209581641738914
Train,0.74,0.8253230777728885
Train,8.6,8.232807016370938
Train,21.88,21.933070672342957
Train,10.1,10.077299271820689
Train,4.12,4.0606303985517735
Train,12.96,12.877732726372017
Train,8.53,8.399946386374264
Train,10.3,10.116622333702121
Train,13.99,13.993750098181101
Train,2.8,3.053629688381968
Train,1.68,1.8098861593231064
Train,23.55,23.706760942362653
Train,6.5,6.448280605764089
Train,9.18,9.566651333646682
Train,11.9,12.08243875778428
Train,17.58,17.20730661582984
Train,1.9,1.7920964916053514
Train,3.8,4.206955434648605
Train,7.5,7.5163894901627
Train,6.05,6.143307872917932
Train,8.3,7.733207740749362
Train,1.71,1.7700367150931242
Train,1.48,1.50769546734596
Train,4.03,3.8981624628433447
Train,16.03,16.353780584992197
Train,11.9,11.882160188501219
Train,7.4,7.419639637590303
Train,1.15,1.0825536337611241
Train,6.9,7.01225784478048
Train,7.4,7.46458752758007
Train,1.89,1.9022570048110268
Train,5,5.109266712502549
Train,3.14,3.14663414906177
Train,12.21,12.22518305684073
Train,36.73,36.59027868368356
Train,1.76,1.8474737774065741
Train,13.9,13.74131249161142
Train,21.67,21.762008486064
Train,4.62,4.584429956583253
Train,7.5,7.57641128114651
Train,1.6,1.5540499771827894
Train,8.8,8.736756149533601
Train,7.41,7.4249024352649675
Train,4.32,4.410939702855296
Train,8.1,8.220752216847787
Train,5,5.059438327585896
Train,11.6,11.513669746351258
Train,10.7,11.025191991042544
Train,10.2,10.197640198660602
Train,16.65,16.918935045223638
Train,3.65,3.8808707628662393
Train,1,1.0470262058328876
Train,1.74,1.660285366869857
Train,22.77,21.748685430748022
Test,32.4,33.801674365208
Test,2.89,3.3409829741140946
Test,3.4,2.6117772182813246
Test,6.29,5.163636167605261
Test,1.89,1.9896616606271198
Test,0.56,1.6545741159190868
Test,8,8.266093145019402
Test,15.5,15.794704668663
Test,2.78,2.6485751052059108
Test,7.3,7.8179593997070915
Test,4.37,5.222043696643957
Test,3,3.0385109529840277
Test,1.92,2.453223741019933
Test,11.18,11.943197794570072
Test,8.3,7.733207740749362
Test,5.68,3.9776376464809484
Test,4.12,3.5387147047424476
Test,25.13,21.84746526080738
Test,18.98,16.885724835238808
Test,3.72,3.356181105617941
Test,4.37,5.652291652820889
Test,1.99,2.784651961085652
Test,12,11.103416016965463
Test,5.4,5.828350531914027
Test,5.13,3.028757512932911
Test,5.82,7.962502509400576
Test,10.15,7.689561200330267
Test,17.91,18.181751711228404
Test,17.18,18.82050567855836
Test,2.62,2.0460760775347318
Test,9.26,10.774906420205937
Test,10.38,10.820103955415359
Test,4.42,3.8965878245950303
Test,8.28,6.566503148228549
Test,5.85,6.720489274155212
Test,1.33,1.7221375195162623
Test,6.6,7.091255853937923
Test,8.69,8.307142952342414
Test,5.17,5.271426316239601
Test,11.55,11.50895003048762
Test,3.5,2.452359917160891
Test,19,18.993860291802264
Test,4.6,3.526315153788764
Test,5.5,6.41000037741641
Test,8.69,19.036924401953083
Test,0.7,0.7143140410485987
Test,6.06,8.555499940346108
Test,13.57,15.569527811908326
Test,10.8,10.699909217930015
Test,9.58,10.393210409833689
Test,13,11.773429072493316
Test,8.6,7.634133800743358
Test,13.61,14.275110404166462
Test,1.46,0.6154611503550651
Test,4.2,5.452683264936128
Test,7.43,6.39054870056931
Test,10.25,11.48058498264413
Test,8.3,6.754303190036252
Test,4.97,5.4651255235909675
Test,4,2.856450387142043
Test,7.13,6.503459841305389
Test,15.63,15.059582127990122
Test,3.59,4.796313053228388
Test,1.48,1.4038761552171695
Test,4.4,4.962640910991282
Test,20.52,20.01938241274499
Test,12.8,11.986836116098107
Test,3.42,4.5162216410244
Test,12.6,11.229896923277213
Test,19.62,19.93737664688115
Test,8,7.745590248580255
Test,2.8,3.255891747259218
Test,11.6,12.026107181970339
Test,15,15.418105160923863
Test,0,5.576693869497791
Test,6.74,5.291362607631538
Test,10.09,12.860375477028867
Test,15.5,14.940161815005798
Test,6.3,4.6209432036712315
Test,1.71,2.800329623406756
Test,12.58,12.601907255034119
Test,12.9,12.40225384185329
Test,1.48,1.2414269067046375
Test,10.3,11.030771745301525
Test,9.27,10.372266527444483
Test,7.9,7.8179593997070915
Test,5,5.254242123536145
Test,4.13,5.773945363487347
Test,0.59,0.6077391190310717
Test,2.39,2.325881705937413
Test,5.5,6.2117679622771895
Test,12.56,14.646850656703357
Test,7.92,7.604791750425348
Test,1.9,2.418163979036082
Test,0.72,0.5589737588132584
Test,13.3,12.654198506379347
Test,20.65,20.868835936360153
Test,3.3,2.9624540598444464
Test,7.75,8.08961083833805
Test,17.36,16.04559441548221
Test,6.4,5.907762605951944
Test,4.3,4.865765335893477
Test,32.74,33.34728630290569
Test,12.55,11.870309842519664
Test,13.3,12.6373356395071
Test,4.12,4.5342377566563465
Test,2.7,8.270681319720387
Test,5.38,7.968559295307399
Test,9.3,10.472899570684685
