Data Type,True Values,Mean Predictions
Train,3.11,3.120063492063498
Train,7.9,7.906388888888873
Train,14.16,14.192139601139614
Train,20.3,20.299999999999965
Train,31.14,31.139999999999986
Train,19.07,19.06999999999999
Train,13,12.998148148148148
Train,12.89,12.86940740740741
Train,3.55,3.550000000000005
Train,19.18,19.1198247863248
Train,12.8,12.800925925925903
Train,9.8,9.777222222222209
Train,3.99,4.063450000000003
Train,11.5,10.114145502645485
Train,4.9,4.899345679012342
Train,3.9,3.9061481481481453
Train,7,7.005555555555556
Train,1.95,1.9499999999999986
Train,12.6,12.600000000000001
Train,8.93,8.954444444444434
Train,3.89,3.8907777777777706
Train,6.4,6.39999999999999
Train,17.57,17.56999999999999
Train,5.93,5.979888888888894
Train,12.96,12.960222222222237
Train,4.05,4.050000000000005
Train,2,2.0055555555555564
Train,3.75,3.7495634920634915
Train,1.64,1.6391111111111096
Train,10.4,10.399999999999984
Train,10.99,11.011740740740752
Train,4.2,4.205259259259253
Train,8.67,8.565333333333328
Train,14.17,14.170333333333328
Train,2.75,2.7685000000000004
Train,31.25,31.25
Train,0.51,0.5099999999999998
Train,3.8,3.800000000000006
Train,9.7,9.695000000000013
Train,14.66,14.700695156695167
Train,4.4,4.399999999999992
Train,11.4,11.399999999999986
Train,5.6,5.60000000000001
Train,10.25,10.25208333333333
Train,2.5,2.5
Train,15.51,15.509999999999993
Train,31.83,31.829999999999963
Train,4.08,4.079999999999998
Train,14.3,14.322249999999974
Train,8.1,8.116933670033681
Train,8.3,8.299999999999992
Train,3,3
Train,24.64,24.640000000000033
Train,7.12,7.120000000000004
Train,10.7,10.700000000000019
Train,4.6,4.700496472663146
Train,2.5,2.5188888888888883
Train,23.8,23.799999999999986
Train,11.39,11.352144444444441
Train,25.45,25.450000000000003
Train,8.14,8.139999999999988
Train,32.4,32.40000000000004
Train,10.4,10.403088888888874
Train,2.5,2.4944444444444436
Train,5.3,5.301481481481488
Train,27.9,27.90000000000004
Train,1.2,1.2000000000000022
Train,7.5,7.5
Train,6.6,6.632389770723112
Train,5.63,5.629999999999996
Train,9.8,9.799999999999983
Train,7.99,7.990000000000008
Train,6,6.023603703703702
Train,3.42,3.419999999999999
Train,13.32,13.334916666666677
Train,7.1,7.01327777777779
Train,30.2,30.043658119658108
Train,5.97,5.973833333333347
Train,22.1,22.099999999999962
Train,23.84,23.839999999999982
Train,15.56,15.559999999999967
Train,0,0
Train,12.5,12.5
Train,2.04,2.039999999999999
Train,3.44,3.446555555555555
Train,3.52,3.5510555555555556
Train,6.46,6.480825925925924
Train,2.56,2.560000000000002
Train,11.36,11.354305555555568
Train,1.1,1.099999999999998
Train,6.25,6.234305555555556
Train,1.1,1.099999999999998
Train,10,10
Train,2,2.012063492063493
Train,8.6,8.43485273368608
Train,8.02,8.019999999999987
Train,10.6,10.598611111111122
Train,9.2,9.21792328042329
Train,19.4,19.400000000000034
Train,6.38,6.379999999999996
Train,11.7,11.70000000000002
Train,8.3,8.299999999999992
Train,2.51,2.5099999999999976
Train,8,7.994444444444443
Train,9,8.837385361552025
Train,8.8,8.726816738816725
Train,14.5,14.488888888888885
Train,7.19,7.190000000000013
Train,6.78,6.784777777777763
Train,4,4.008333333333333
Train,0.82,0.8198888888888881
Train,5,5.003888888888888
Train,10.63,10.557388888888884
Train,25.86,25.85999999999998
Train,5.3,5.326465608465612
Train,8,8.00070562770563
Train,10.25,10.25
Train,18.4,18.37476923076926
Train,4.5,4.5048611111111105
Train,6.48,6.484765432098775
Train,0.65,0.649999999999999
Train,3.91,3.8393317460317506
Train,10.95,10.950000000000019
Train,1.78,1.8150539682539695
Train,3.2,3.199999999999995
Train,1.68,1.6780370370370405
Train,2.76,2.759999999999997
Train,0.74,0.7400000000000001
Train,8.6,8.530315696649042
Train,21.88,21.880000000000056
Train,10.1,10.106422222222237
Train,4.12,4.11816666666667
Train,12.96,12.969814814814834
Train,8.53,8.514444444444424
Train,10.3,10.279259259259247
Train,13.99,13.990000000000007
Train,2.8,2.8055555555555594
Train,1.68,1.6800000000000037
Train,23.55,23.549999999999986
Train,6.5,6.5
Train,9.18,9.17999999999998
Train,11.9,11.899999999999993
Train,17.58,17.529361111111086
Train,1.9,1.900000000000003
Train,3.8,3.828333333333339
Train,7.5,7.5
Train,6.05,6.050000000000003
Train,8.3,8.280185185185175
Train,1.71,1.7099999999999995
Train,1.48,1.4923333333333344
Train,4.03,4.029222222222215
Train,16.03,16.033213675213652
Train,11.9,11.899999999999993
Train,7.4,7.408186067019389
Train,1.15,1.1500000000000021
Train,6.9,6.89905643738976
Train,7.4,7.399999999999988
Train,1.89,1.8899999999999963
Train,5,4.996666666666667
Train,3.14,3.1399999999999926
Train,12.21,12.210000000000019
Train,36.73,36.73000000000001
Train,1.76,1.76
Train,13.9,13.90000000000001
Train,21.67,21.670000000000023
Train,4.62,4.611333333333335
Train,7.5,7.566666666666666
Train,1.6,1.5999999999999974
Train,8.8,8.799999999999985
Train,7.41,7.446705627705629
Train,4.32,4.309777777777772
Train,8.1,8.10000000000001
Train,5,5
Train,11.6,11.607777777777788
Train,10.7,10.938055555555577
Train,10.2,10.183851851851868
Train,16.65,16.650000000000016
Train,3.65,3.6499999999999972
Train,1,1
Train,1.74,1.74
Train,22.77,22.769999999999985
Test,32.4,30.976222222222223
Test,2.89,3.4608888888888867
Test,3.4,5.499611111111107
Test,6.29,5.290888888888886
Test,1.89,3.516444444444447
Test,0.56,1.494287037037036
Test,8,9.705000000000002
Test,15.5,15.407333333333327
Test,2.78,2.909777777777779
Test,7.3,8.367815696649041
Test,4.37,4.072833333333328
Test,3,3.408333333333333
Test,1.92,1.8274444444444415
Test,11.18,10.76100000000001
Test,8.3,8.280185185185175
Test,5.68,3.237063492063492
Test,4.12,3.9909999999999974
Test,25.13,22.311213675213708
Test,18.98,17.97655555555554
Test,3.72,3.676703703703709
Test,4.37,6.837825925925926
Test,1.99,2.2568412698412694
Test,12,10.911111111111108
Test,5.4,6.980777777777774
Test,5.13,2.879722222222222
Test,5.82,10.888518518518511
Test,10.15,8.497888888888887
Test,17.91,21.492666666666693
Test,17.18,16.305213675213658
Test,2.62,2.2548888888888845
Test,9.26,9.21328395061728
Test,10.38,11.391376974876989
Test,4.42,3.789
Test,8.28,7.255777777777781
Test,5.85,8.061714814814804
Test,1.33,2.399333333333333
Test,6.6,6.547552028218702
Test,8.69,8.565333333333328
Test,5.17,4.784666666666667
Test,11.55,13.49513034188036
Test,3.5,3.115222222222221
Test,19,17.010658119658107
Test,4.6,4.457000000000005
Test,5.5,5.9961111111111
Test,8.69,18.492851851851846
Test,0.7,0.8287777777777766
Test,6.06,5.962774074074071
Test,13.57,16.37444444444446
Test,10.8,10.651111111111105
Test,9.58,11.18188888888889
Test,13,10.367
Test,8.6,8.33892680776015
Test,13.61,12.600999999999992
Test,1.46,1.7955555555555558
Test,4.2,5.497222222222221
Test,7.43,7.726938961038969
Test,10.25,11.346888888888868
Test,8.3,6.480825925925924
Test,4.97,6.060111111111114
Test,4,5.268240740740744
Test,7.13,6.925
Test,15.63,14.820555555555565
Test,3.59,4.26372222222222
Test,1.48,1.369333333333332
Test,4.4,4.390999999999994
Test,20.52,18.677166666666643
Test,12.8,12.691666666666656
Test,3.42,3.7575634920634893
Test,12.6,10.60953703703704
Test,19.62,21.047777777777775
Test,8,7.773333333333329
Test,2.8,3.5595555555555505
Test,11.6,11.628666666666689
Test,15,13.146888888888896
Test,0,6.4076666666666675
Test,6.74,5.840777777777777
Test,10.09,10.734222222222199
Test,15.5,10.822555555555553
Test,6.3,7.103148148148152
Test,1.71,2.359999999999996
Test,12.58,11.148555555555562
Test,12.9,12.314537037037042
Test,1.48,1.7412314814814829
Test,10.3,10.986666666666677
Test,9.27,9.054944444444455
Test,7.9,8.367815696649041
Test,5,6.458048148148149
Test,4.13,6.8356037037037005
Test,0.59,0.5298888888888886
Test,2.39,2.0051111111111073
Test,5.5,9.621666666666668
Test,12.56,15.443888888888887
Test,7.92,7.7231111111110975
Test,1.9,2.800500000000002
Test,0.72,1.8306388888888887
Test,13.3,12.998444444444448
Test,20.65,20.368666666666638
Test,3.3,3.084611111111107
Test,7.75,7.9828225589225585
Test,17.36,17.15202777777776
Test,6.4,6.306425925925918
Test,4.3,4.765666666666674
Test,32.74,31.0215555555556
Test,12.55,11.31422222222224
Test,13.3,13.024444444444462
Test,4.12,4.282722222222218
Test,2.7,7.1221111111111135
Test,5.38,10.242888888888894
Test,9.3,9.134999999999993
