Data Type,True Values,Mean Predictions
Train,14.0,13.986048698425293
Train,11.0,11.06956672668457
Train,8.0,8.046298027038574
Train,18.5,18.56060028076172
Train,1.33,1.349118947982788
Train,1.5,1.433232069015503
Train,0.5,0.48090824484825134
Train,0.0,0.06524597853422165
Train,5.3,5.377607345581055
Train,0.0,-0.059643618762493134
Train,4.24,4.239979267120361
Train,3.94,3.9016337394714355
Train,6.85,6.897904872894287
Train,10.1,10.091646194458008
Train,5.32,5.31883430480957
Train,1.0,0.9296343326568604
Train,6.38,6.335838794708252
Train,16.5,16.564897537231445
Train,7.2,7.207951068878174
Train,23.22,23.21748161315918
Train,2.2,2.2764694690704346
Train,1.6,1.6100389957427979
Train,21.0,20.917936325073242
Train,1.64,1.643281102180481
Train,11.2,10.921493530273438
Train,20.7,20.802833557128906
Train,23.85,23.8352108001709
Train,2.51,2.4673678874969482
Train,8.2,7.961919784545898
Train,9.7,9.729771614074707
Train,0.86,0.8514654040336609
Train,1.24,1.202090859413147
Train,10.1,10.233620643615723
Train,13.0,12.985360145568848
Train,1.46,1.5125844478607178
Train,9.01,9.024654388427734
Train,0.8,0.8441640138626099
Train,4.21,4.257400035858154
Train,4.6,4.673630237579346
Train,3.98,3.956810474395752
Train,13.43,13.44579792022705
Train,19.98,19.7175350189209
Train,1.48,1.4991005659103394
Train,8.8,8.929433822631836
Train,11.7,11.763337135314941
Train,11.4,11.39021110534668
Train,10.3,10.317745208740234
Train,2.11,2.1258323192596436
Train,1.75,1.7166870832443237
Train,3.28,3.330739736557007
Train,3.42,3.4394609928131104
Train,5.55,5.485486030578613
Train,5.8,5.738457202911377
Train,3.03,2.881441354751587
Train,10.4,10.392461776733398
Train,12.57,12.712154388427734
Train,4.0,3.9554202556610107
Train,1.26,1.3096121549606323
Train,3.32,3.3426406383514404
Train,0.0,-0.04211408272385597
Train,8.2,8.325430870056152
Train,4.48,4.513298511505127
Train,6.4,6.296705722808838
Train,4.7,4.733777046203613
Train,6.56,6.653852939605713
Train,9.84,9.885699272155762
Train,5.24,5.0603132247924805
Train,0.88,0.9886949062347412
Train,3.52,3.534327507019043
Train,10.9,10.835168838500977
Train,14.0,14.105367660522461
Train,13.45,13.6182222366333
Train,9.2,9.29454231262207
Train,11.69,11.695943832397461
Train,14.8,14.690024375915527
Train,9.2,9.230968475341797
Train,14.7,14.660917282104492
Train,8.8,8.728852272033691
Train,10.4,10.320290565490723
Train,12.43,12.407121658325195
Train,14.2,14.188772201538086
Train,6.6,6.548192024230957
Train,3.0,3.0285632610321045
Train,2.1,2.026923179626465
Train,10.2,10.117945671081543
Train,1.7,1.6840016841888428
Train,1.0,0.9662968516349792
Train,1.95,1.917586326599121
Train,30.91,30.946563720703125
Train,11.94,11.947547912597656
Train,10.69,10.554120063781738
Train,3.8,3.8023688793182373
Train,3.11,3.1086437702178955
Train,7.9,7.936718940734863
Train,14.16,14.217135429382324
Train,20.3,20.112756729125977
Train,31.14,31.06610870361328
Train,19.07,19.1181697845459
Train,13.0,12.913627624511719
Train,12.89,12.865923881530762
Train,3.55,3.629305839538574
Train,19.18,18.91201400756836
Train,12.8,12.886927604675293
Train,9.8,9.826336860656738
Train,3.99,4.151646137237549
Train,11.5,9.999091148376465
Train,4.9,4.866167068481445
Train,3.9,3.862424373626709
Train,7.0,6.937302112579346
Train,1.95,2.098803997039795
Train,12.6,12.591917991638184
Train,8.93,8.874861717224121
Train,3.89,3.8044283390045166
Train,6.4,6.386594772338867
Train,17.57,17.637170791625977
Train,5.93,6.040173530578613
Train,12.96,12.96472454071045
Train,4.05,4.080226898193359
Train,2.0,2.0354983806610107
Train,3.75,3.7725603580474854
Train,1.64,1.7280752658843994
Train,10.4,10.297856330871582
Train,10.99,10.985884666442871
Train,4.2,4.210488319396973
Train,8.67,8.272965431213379
Train,14.17,14.116374015808105
Train,2.75,2.658043384552002
Train,31.25,31.361377716064453
Train,0.51,0.4847278892993927
Train,3.8,3.904738426208496
Train,9.7,9.593337059020996
Train,14.66,14.73137378692627
Train,4.4,4.388274669647217
Train,11.4,11.376280784606934
Train,5.6,5.602822780609131
Train,10.25,10.23989200592041
Train,2.5,2.4820635318756104
Train,15.51,15.355982780456543
Train,31.83,31.739755630493164
Train,4.08,4.089715957641602
Train,14.3,14.30334758758545
Train,8.1,8.068803787231445
Train,8.3,8.319070816040039
Train,3.0,3.0230321884155273
Train,24.64,24.684492111206055
Train,7.12,7.127944469451904
Train,10.7,10.656184196472168
Train,4.6,4.701595306396484
Train,2.5,2.5678179264068604
Train,23.8,23.841190338134766
Train,11.39,11.30630874633789
Train,25.45,25.45574188232422
Train,8.14,8.02577018737793
Train,32.4,32.33407974243164
Train,10.4,10.380452156066895
Train,2.5,2.525860548019409
Train,5.3,5.232481479644775
Train,27.9,27.877323150634766
Train,1.2,1.1448777914047241
Train,7.5,7.462446212768555
Train,6.6,6.595083236694336
Train,5.63,5.602179527282715
Train,9.8,9.847956657409668
Train,7.99,8.013399124145508
Train,6.0,6.054147720336914
Train,3.42,3.507087230682373
Train,13.32,13.319169044494629
Train,7.1,7.142870903015137
Train,30.2,30.178804397583008
Train,5.97,5.960662364959717
Train,22.1,22.09540367126465
Train,23.84,23.7021484375
Train,15.56,15.490607261657715
Train,0.0,0.013126349076628685
Train,12.5,12.431153297424316
Train,2.04,1.9596660137176514
Train,3.44,3.4645729064941406
Train,3.52,3.573590040206909
Train,6.46,6.465646743774414
Train,2.56,2.512202024459839
Train,11.36,11.321234703063965
Train,1.1,1.1008191108703613
Train,6.25,6.311397552490234
Train,1.1,1.1085644960403442
Train,10.0,10.239158630371094
Train,2.0,2.039213180541992
Train,8.6,8.518011093139648
Train,8.02,7.927582263946533
Train,10.6,10.570688247680664
Train,9.2,9.174034118652344
Train,19.4,19.364635467529297
Train,6.38,6.412843227386475
Train,11.7,11.714338302612305
Train,8.3,8.324588775634766
Train,2.51,2.5428006649017334
Train,8.0,8.064329147338867
Train,9.0,8.919061660766602
Train,8.8,8.62420654296875
Train,14.5,14.480026245117188
Train,7.19,7.116815567016602
Train,6.78,6.887923240661621
Train,4.0,3.9733991622924805
Train,0.82,0.8407929539680481
Train,5.0,4.8922576904296875
Train,10.63,10.501138687133789
Train,25.86,25.861318588256836
Train,5.3,5.2412614822387695
Train,8.0,8.162426948547363
Train,10.25,10.219011306762695
Train,18.4,18.385387420654297
Train,4.5,4.525146484375
Train,6.48,6.500659942626953
Train,0.65,0.6691314578056335
Train,3.91,3.9612576961517334
Train,10.95,11.040107727050781
Train,1.78,1.8188198804855347
Train,3.2,3.208306074142456
Train,1.68,1.6261382102966309
Train,2.76,2.8271172046661377
Train,0.74,0.8429361581802368
Train,8.6,8.580199241638184
Train,21.88,21.8782901763916
Train,10.1,10.147948265075684
Train,4.12,4.041038513183594
Train,12.96,12.901571273803711
Train,8.53,8.413373947143555
Train,10.3,10.2809419631958
Train,13.99,14.00014877319336
Train,2.8,2.7957944869995117
Train,1.68,1.7136859893798828
Train,23.55,23.519765853881836
Train,6.5,6.482388019561768
Train,9.18,9.198439598083496
Train,11.9,11.969108581542969
Train,17.58,17.512248992919922
Train,1.9,1.8952351808547974
Train,3.8,3.934983015060425
Train,7.5,7.489964008331299
Train,6.05,6.075656890869141
Train,8.3,8.123297691345215
Train,1.71,1.6981929540634155
Train,1.48,1.4126737117767334
Train,4.03,4.05800724029541
Train,16.03,16.290721893310547
Train,11.9,11.86147403717041
Train,7.4,7.425700664520264
Train,1.15,1.093971848487854
Train,6.9,6.934606552124023
Train,7.4,7.402593612670898
Train,1.89,1.8974931240081787
Train,5.0,5.043481826782227
Train,3.14,3.139852285385132
Train,12.21,12.194456100463867
Train,36.73,36.64211654663086
Train,1.76,1.8345918655395508
Train,13.9,13.865739822387695
Train,21.67,21.666736602783203
Train,4.62,4.504899024963379
Train,7.5,7.522785186767578
Train,1.6,1.6022742986679077
Train,8.8,8.783645629882812
Train,7.41,7.402218818664551
Train,4.32,4.313950538635254
Train,8.1,8.086573600769043
Train,5.0,5.056591033935547
Train,11.6,11.555593490600586
Train,10.7,10.921493530273438
Train,10.2,10.210081100463867
Train,16.65,16.841001510620117
Train,3.65,3.731274366378784
Train,1.0,1.0131304264068604
Train,1.74,1.6253470182418823
Train,22.77,22.693117141723633
Test,32.4,32.99496841430664
Test,2.89,3.149393320083618
Test,3.4,2.246065139770508
Test,6.29,6.215916156768799
Test,1.89,4.0883636474609375
Test,0.56,1.4874005317687988
Test,8.0,7.520502090454102
Test,15.5,15.769709587097168
Test,2.78,3.119901657104492
Test,7.3,8.003196716308594
Test,4.37,4.819565296173096
Test,3.0,2.935030221939087
Test,1.92,2.386531114578247
Test,11.18,11.83174991607666
Test,8.3,8.123297691345215
Test,5.68,3.9435415267944336
Test,4.12,3.8320508003234863
Test,25.13,21.229150772094727
Test,18.98,15.652276992797852
Test,3.72,3.14342999458313
Test,4.37,5.300901412963867
Test,1.99,2.4933648109436035
Test,12.0,11.579108238220215
Test,5.4,6.253605842590332
Test,5.13,3.337916374206543
Test,5.82,7.644590854644775
Test,10.15,7.195682048797607
Test,17.91,18.245882034301758
Test,17.18,18.213438034057617
Test,2.62,2.137117862701416
Test,9.26,9.409979820251465
Test,10.38,10.793865203857422
Test,4.42,3.5536861419677734
Test,8.28,7.257551670074463
Test,5.85,6.449369430541992
Test,1.33,1.5958300828933716
Test,6.6,6.880730152130127
Test,8.69,8.272965431213379
Test,5.17,5.2403059005737305
Test,11.55,10.79257869720459
Test,3.5,2.1987295150756836
Test,19.0,19.259138107299805
Test,4.6,4.156706809997559
Test,5.5,6.382725715637207
Test,8.69,18.547212600708008
Test,0.7,0.6720147132873535
Test,6.06,7.651318550109863
Test,13.57,14.868839263916016
Test,10.8,10.66845703125
Test,9.58,9.982665061950684
Test,13.0,12.56955337524414
Test,8.6,7.681332111358643
Test,13.61,13.802659034729004
Test,1.46,1.410193920135498
Test,4.2,4.703451633453369
Test,7.43,6.82998514175415
Test,10.25,12.812821388244629
Test,8.3,6.651116847991943
Test,4.97,5.733224868774414
Test,4.0,3.0192811489105225
Test,7.13,6.320954322814941
Test,15.63,15.879312515258789
Test,3.59,4.756109714508057
Test,1.48,1.709307074546814
Test,4.4,4.407866477966309
Test,20.52,20.271142959594727
Test,12.8,11.863785743713379
Test,3.42,4.3391432762146
Test,12.6,11.117493629455566
Test,19.62,19.644641876220703
Test,8.0,8.280208587646484
Test,2.8,3.478328227996826
Test,11.6,11.38721752166748
Test,15.0,14.825931549072266
Test,0.0,5.562279224395752
Test,6.74,5.415575981140137
Test,10.09,12.700091361999512
Test,15.5,14.929736137390137
Test,6.3,5.59349250793457
Test,1.71,2.9221880435943604
Test,12.58,12.80694580078125
Test,12.9,12.514941215515137
Test,1.48,2.8392274379730225
Test,10.3,11.166387557983398
Test,9.27,10.590787887573242
Test,7.9,8.003196716308594
Test,5.0,4.982607364654541
Test,4.13,5.38417387008667
Test,0.59,-0.08378539234399796
Test,2.39,1.8983018398284912
Test,5.5,4.60331916809082
Test,12.56,13.084875106811523
Test,7.92,7.989152908325195
Test,1.9,1.9946861267089844
Test,0.72,0.44872528314590454
Test,13.3,12.36406421661377
Test,20.65,20.742935180664062
Test,3.3,3.375080108642578
Test,7.75,8.195291519165039
Test,17.36,16.917076110839844
Test,6.4,6.296705722808838
Test,4.3,5.2373833656311035
Test,32.74,33.09225845336914
Test,12.55,12.07075023651123
Test,13.3,12.79328727722168
Test,4.12,4.458434581756592
Test,2.7,5.083102703094482
Test,5.38,8.331052780151367
Test,9.3,9.288403511047363
