Data Type,True Values,Mean Predictions
Train,9.2,9.257680506379264
Train,11.69,11.75103251809787
Train,14.8,14.561832878413906
Train,9.2,9.604388914018958
Train,14.7,14.352775132133678
Train,8.8,8.602143262121926
Train,10.4,10.316294371285919
Train,12.43,12.387650645359408
Train,14.2,14.139921975235358
Train,6.6,6.803577182618725
Train,3.0,3.2280443166151764
Train,2.1,2.04679501984686
Train,10.2,9.987995905822826
Train,1.7,1.6899579704541288
Train,1.0,1.0414301551215073
Train,1.95,1.9942474496384144
Train,30.91,30.909460118644297
Train,11.94,11.791757913567112
Train,10.69,10.345426066787867
Train,3.8,3.697289885779185
Train,3.11,3.2093826572198645
Train,7.9,7.909349371152886
Train,14.16,14.42089616366351
Train,20.3,20.03598479759659
Train,31.14,30.925906149388755
Train,19.07,19.265704202022704
Train,13.0,12.70285276081568
Train,12.89,12.75539712431014
Train,3.55,3.6029682146024773
Train,19.18,18.364361522453528
Train,12.8,12.934523336713534
Train,9.8,9.812253178293103
Train,3.99,4.269472573174127
Train,11.5,10.07105476349736
Train,4.9,4.918839568797032
Train,3.9,3.8488488466225514
Train,7.0,6.819147778503755
Train,1.95,2.1952872458257238
Train,12.6,12.468513607250648
Train,8.93,8.611518928671
Train,3.89,3.564205413390652
Train,6.4,6.484715936910192
Train,17.57,17.461195366792623
Train,5.93,6.322909693873845
Train,12.96,12.894418083389173
Train,4.05,3.936150030134948
Train,2.0,2.195496710487455
Train,3.75,3.6772449968401584
Train,1.64,1.681586919987858
Train,10.4,10.309419351178322
Train,10.99,10.901806540772798
Train,4.2,4.231007616542798
Train,8.67,7.96766724441909
Train,14.17,14.05075405713513
Train,2.75,2.8890954233582637
Train,31.25,31.109123124892285
Train,0.51,0.4696034461655961
Train,3.8,3.810923279287847
Train,9.7,9.221477106152383
Train,14.66,14.781254795936945
Train,4.4,4.353776698023127
Train,11.4,11.41785476018861
Train,5.6,5.607072779006055
Train,10.25,10.4117270891004
Train,2.5,2.50008858114124
Train,15.51,15.406786211549989
Train,31.83,31.732887843580066
Train,4.08,4.156030485303624
Train,14.3,14.392643211121786
Train,8.1,8.01358458996236
Train,8.3,8.239228198589231
Train,3.0,3.0443302530667493
Train,24.64,24.696429401873633
Train,7.12,7.114445014462644
Train,10.7,10.602104373942534
Train,4.6,4.994975479007969
Train,2.5,2.6380590362437637
Train,23.8,23.651960085393224
Train,11.39,11.082525181566423
Train,25.45,25.602954518030984
Train,8.14,7.850275751084346
Train,32.4,32.216527432331475
Train,10.4,10.395601224652067
Train,2.5,2.419470387746148
Train,5.3,5.308209577572824
Train,27.9,27.748221750191952
Train,1.2,1.1312351077390905
Train,7.5,7.279142888517842
Train,6.6,6.677327158225257
Train,5.63,5.747352179809562
Train,9.8,9.867783650152308
Train,7.99,8.084456973672147
Train,6.0,6.228298837053891
Train,3.42,3.831134858767497
Train,13.32,13.442415082001338
Train,7.1,7.17750453135879
Train,30.2,30.07282025476455
Train,5.97,5.792094789842509
Train,22.1,22.148158041655257
Train,23.84,23.575494160800048
Train,15.56,15.505194626325993
Train,0.0,-0.04651306026918611
Train,12.5,12.158185933137101
Train,2.04,2.254882174226117
Train,3.44,3.3782774428330047
Train,3.52,3.6821604996824457
Train,6.46,6.627684093634713
Train,2.56,2.285686124682645
Train,11.36,11.211959820093155
Train,1.1,1.0468754209550746
Train,6.25,6.455894968298403
Train,1.1,1.0657810825995506
Train,10.0,10.226522709706215
Train,2.0,2.1365770677555354
Train,8.6,8.200788917633389
Train,8.02,7.719485454522595
Train,10.6,10.652006853908471
Train,9.2,9.405274480386158
Train,19.4,19.58212754510406
Train,6.38,6.586551779931015
Train,11.7,11.719898496070984
Train,8.3,8.339760042844787
Train,2.51,2.5167869953321897
Train,8.0,8.001263748446373
Train,9.0,8.990740573316074
Train,8.8,8.39816501948691
Train,14.5,14.518752307186984
Train,7.19,7.037543809941804
Train,6.78,6.984881119546076
Train,4.0,3.9508054372823125
Train,0.82,0.9309748514540263
Train,5.0,4.64440832200387
Train,10.63,10.126730397728366
Train,25.86,25.811444911241814
Train,5.3,4.955869230653114
Train,8.0,8.211402525034059
Train,10.25,10.18373314227759
Train,18.4,18.515524068269666
Train,4.5,4.698539280349141
Train,6.48,6.509045286838883
Train,0.65,0.6774160186371819
Train,3.91,3.999476616577649
Train,10.95,11.045269873973762
Train,1.78,1.7229657687491238
Train,3.2,3.354635282462866
Train,1.68,1.4883840806027921
Train,2.76,2.9036730852216546
Train,0.74,0.9709171005240103
Train,8.6,8.204085463102173
Train,21.88,21.90029640581649
Train,10.1,10.160844540544243
Train,4.12,4.099142537588439
Train,12.96,12.836605746782698
Train,8.53,8.416610285964834
Train,10.3,10.049866005913486
Train,13.99,14.156083948440036
Train,2.8,2.9743037387288864
Train,1.68,1.7710824251450976
Train,23.55,23.618492234955387
Train,6.5,6.4260930134511485
Train,9.18,9.217924036807174
Train,11.9,12.238495568169593
Train,17.58,17.213104942365696
Train,1.9,1.8312224143473939
Train,3.8,4.014779405191975
Train,7.5,7.471730077164072
Train,6.05,6.239867432846824
Train,8.3,7.785955520338688
Train,1.71,1.7856069819818003
Train,1.48,1.4709942487755228
Train,4.03,4.324878089830982
Train,16.03,16.22702719996965
Train,11.9,11.796600145725131
Train,7.4,7.462168421455516
Train,1.15,1.2353378663775527
Train,6.9,7.177113441008464
Train,7.4,7.455254084924303
Train,1.89,1.9721981261246946
Train,5.0,4.976186339380923
Train,3.14,3.1087775881605793
Train,12.21,12.271976209489308
Train,36.73,36.718578961815545
Train,1.76,1.6226507172601927
Train,13.9,13.816548122815195
Train,21.67,21.721567919039448
Train,4.62,4.4828286710688445
Train,7.5,7.560374131161275
Train,1.6,1.6457501899546236
Train,8.8,8.764193064085717
Train,7.41,7.410265967722698
Train,4.32,4.2427180893614596
Train,8.1,8.060756953018744
Train,5.0,5.143403027619586
Train,11.6,11.65717532477585
Train,10.7,10.932033039492582
Train,10.2,10.23870064500164
Train,16.65,16.91629074615104
Train,3.65,3.740358205627635
Train,1.0,0.9688498727329511
Train,1.74,1.450564864222659
Train,22.77,22.43734756857607
Test,32.4,32.4117995667333
Test,2.89,2.59024882714829
Test,3.4,4.346405015710801
Test,6.29,5.677604537719316
Test,1.89,2.768306753242514
Test,0.56,1.3107500295797159
Test,8.0,7.8068543261117895
Test,15.5,16.313315977573517
Test,2.78,3.3033860844583325
Test,7.3,8.124573523742557
Test,4.37,4.273448771787639
Test,3.0,2.648878024503223
Test,1.92,2.3396877376257206
Test,11.18,13.433566480672932
Test,8.3,7.785955520338688
Test,5.68,4.055668766937983
Test,4.12,3.7848929240456575
Test,25.13,21.628170939159915
Test,18.98,16.64120692101101
Test,3.72,3.07904427851045
Test,4.37,5.711274687604293
Test,1.99,2.1271126139035594
Test,12.0,9.860393759908193
Test,5.4,5.12183496680183
Test,5.13,3.249712204555675
Test,5.82,6.5135600765576305
Test,10.15,7.932969768395824
Test,17.91,17.613465247243138
Test,17.18,17.625021369672922
Test,2.62,2.2346144925452767
Test,9.26,10.292051474846303
Test,10.38,11.569587953762719
Test,4.42,3.6355904584378163
Test,8.28,7.292726763920095
Test,5.85,6.716219991283778
Test,1.33,1.3821688707180915
Test,6.6,7.0497690343322645
Test,8.69,7.96766724441909
Test,5.17,5.111888484562295
Test,11.55,11.593614702030528
Test,3.5,2.0271268497137034
Test,19.0,18.091293266559084
Test,4.6,4.084972383370586
Test,5.5,6.470957720273009
Test,8.69,18.52085989481136
Test,0.7,0.8044900872846199
Test,6.06,6.956776444867472
Test,13.57,15.008662500028239
Test,10.8,10.676071163894914
Test,9.58,10.145607938148103
Test,13.0,11.727226267807199
Test,8.6,7.718826225096982
Test,13.61,13.920479143931962
Test,1.46,1.2480997528301054
Test,4.2,5.27269188503331
Test,7.43,6.877592148872437
Test,10.25,12.579162806293587
Test,8.3,7.006380835052783
Test,4.97,6.0244801231270175
Test,4.0,6.626556073805325
Test,7.13,6.538762698466083
Test,15.63,15.436473754980362
Test,3.59,4.588066308778892
Test,1.48,1.515351305647531
Test,4.4,4.310550661069525
Test,20.52,20.521340697763407
Test,12.8,12.6037310729229
Test,3.42,3.6481200593668808
Test,12.6,10.747582777981986
Test,19.62,19.03336004330311
Test,8.0,7.464462016928174
Test,2.8,4.002164848638471
Test,11.6,12.308155965744566
Test,15.0,15.157131809875725
Test,0.0,4.393776958675751
Test,6.74,5.821507518233168
Test,10.09,13.122289002898055
Test,15.5,14.111999035012756
Test,6.3,8.360429295416198
Test,1.71,3.6062488012094627
Test,12.58,14.108399400837671
Test,12.9,12.345554361144254
Test,1.48,1.482334529972203
Test,10.3,11.062457761454935
Test,9.27,10.4673054471275
Test,7.9,8.124573523742557
Test,5.0,5.318337988889453
Test,4.13,6.085612020046244
Test,0.59,0.0707781434046666
Test,2.39,2.4457758534999177
Test,5.5,5.935011961646267
Test,12.56,14.737152633968037
Test,7.92,7.683073587136975
Test,1.9,1.402270231379245
Test,0.72,0.543145119114831
Test,13.3,12.243096128020525
Test,20.65,20.976471783219434
Test,3.3,3.4662554904357252
Test,7.75,8.152085851297446
Test,17.36,16.357503584664475
Test,6.4,5.737682066844525
Test,4.3,4.9400527492898885
Test,32.74,30.55006763032548
Test,12.55,11.989598068105831
Test,13.3,12.222963925694614
Test,4.12,4.331341731466123
Test,2.7,5.548309979812949
Test,5.38,8.018467028017072
Test,9.3,10.451651597122812
